"","income","age","capital_gain","capital_loss","hours_per_week","workclass","education","marital.status","occupation","relationship","race","sex","native.country"
"6357","0",17,"None","None",30," Private"," Dropout","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"6358","0",26,"Low","None",40," Private"," Bachelors","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"6359","0",35,"None","None",60," Private"," Dropout","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"6360","0",33,"None","None",70," Self-Employed"," Dropout","Married"," Management"," Husband","White"," Male","United-States"
"6362","0",39,"None","None",35," Other-gov"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"6363","0",42,"None","None",30," Private"," HS-Graduate","Not-Married"," Service"," Unmarried","White"," Female","United-States"
"6364","0",64,"None","None",48," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"6367","0",31,"None","None",40," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"6368","0",26,"None","None",40," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"6369","0",43,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"6370","0",33,"None","None",35," Private"," HS-Graduate","Never-Married"," Sales"," Not-in-family","Black"," Male","United-States"
"6371","0",46,"None","None",55," Private"," HS-Graduate","Not-Married"," Sales"," Not-in-family","White"," Male","United-States"
"6372","0",26,"None","None",80," Private"," Associates","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"6373","0",24,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Female","South-America-Emerging"
"6374","0",40,"None","None",40," Private"," Associates","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"6375","0",61,"None","None",35," Private"," Dropout","Not-Married"," Service"," Not-in-family","White"," Male","United-States"
"6376","0",34,"None","None",72," Federal-gov"," HS-Graduate","Never-Married"," Administration"," Not-in-family","Black"," Female","United-States"
"6377","0",85,"None","None",35," Private"," HS-Graduate","Widowed"," Sales"," Unmarried","White"," Male","United-States"
"6378","0",41,"None","None",40," Private"," HS-Graduate","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"6379","0",31,"Low","None",35," Other-gov"," Associates","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"6380","0",22,"None","None",30," Private"," HS-Graduate","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"6381","0",60,"None","None",40," Private"," HS-Graduate","Widowed"," Service"," Unmarried","Black"," Female","United-States"
"6382","0",29,"None","None",36," Private"," Associates","Not-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"6384","0",35,"Low","None",45," Other-gov"," Bachelors","Never-Married"," Management"," Not-in-family","Asian"," Female","United-States"
"6385","0",24,"None","None",30," Private"," HS-Graduate","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"6386","0",45,"None","None",40," Other-gov"," Masters","Not-Married"," High-Service"," Not-in-family","Black"," Male","United-States"
"6387","0",21,"None","None",20," Other-gov"," Dropout","Never-Married"," Service"," Own-child","Black"," Male","United-States"
"6388","0",21,"None","None",33," Private"," HS-Graduate","Never-Married"," Sales"," Not-in-family","White"," Female","United-States"
"6389","0",45,"None","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"6390","0",28,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"6391","0",19,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Unmarried","White"," Male","United-States"
"6392","0",41,"None","None",40," Private"," HS-Graduate","Not-Married"," Administration"," Unmarried","White"," Female","United-States"
"6393","0",43,"None","None",40," Private"," Bachelors","Not-Married"," Administration"," Not-in-family","White"," Female","United-States"
"6394","0",28,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Unmarried","White"," Male","South-America-Emerging"
"6395","0",65,"None","None",28," Other-gov"," HS-Graduate","Not-Married"," Administration"," Not-in-family","White"," Female","United-States"
"6396","0",31,"None","Low",38," Private"," Bachelors","Never-Married"," Management"," Not-in-family","White"," Male","United-States"
"6397","0",28,"None","None",40," Private"," Bachelors","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"6398","0",45,"None","None",80," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Female","United-States"
"6399","0",43,"None","None",38," Private"," HS-Graduate","Not-Married"," Administration"," Other-relative","Black"," Male","United-States"
"6400","0",31,"None","None",60," Private"," Associates","Married"," Sales"," Husband","White"," Male","United-States"
"6401","0",45,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Other-relative","Asian"," Male","Asia-Emerging"
"6402","0",20,"None","None",30," Private"," Bachelors","Never-Married"," Sales"," Other-relative","Black"," Female","United-States"
"6403","0",25,"None","None",40," Private"," Bachelors","Never-Married"," Service"," Unmarried","White"," Male","United-States"
"6404","0",36,"None","None",30," Private"," HS-Graduate","Widowed"," Blue-Collar"," Unmarried","White"," Female","United-States"
"6405","0",31,"Low","None",50," Private"," Bachelors","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"6406","0",56,"None","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"6407","0",26,"None","None",18," Private"," Bachelors","Never-Married"," Sales"," Own-child","White"," Male","United-States"
"6408","0",47,"None","None",65," Self-Employed"," HS-Graduate","Not-Married"," Management"," Not-in-family","White"," Female","United-States"
"6409","0",40,"None","None",50," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"6410","0",32,"None","None",48," Private"," HS-Graduate","Married"," Management"," Wife","White"," Female","United-States"
"6411","0",34,"None","None",24," Other-gov"," Masters","Never-Married"," High-Service"," Unmarried","Black"," Female","United-States"
"6412","0",37,"None","None",55," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"6413","0",38,"None","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"6414","0",19,"None","None",16," Private"," Associates","Never-Married"," Service"," Own-child","Asian"," Male","United-States"
"6415","0",49,"None","None",40," Private"," Dropout","Not-Married"," Blue-Collar"," Not-in-family","White"," Female","United-States"
"6417","0",26,"None","None",40," Private"," Associates","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"6418","0",82,"None","None",2," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"6419","0",40,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"6420","0",28,"None","None",50," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"6421","0",23,"None","None",37," Private"," HS-Graduate","Married"," Sales"," Husband","Black"," Male","United-States"
"6422","0",19,"None","None",40," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Male","United-States"
"6423","0",67,"None","None",32," Private"," HS-Graduate","Widowed"," Blue-Collar"," Other-relative","Black"," Male","United-States"
"6424","0",41,"None","None",50," Private"," Associates","Never-Married"," Administration"," Not-in-family","Other"," Female","United-States"
"6425","0",37,"None","None",40," Private"," Associates","Not-Married"," High-Service"," Unmarried","White"," Female","United-States"
"6426","0",20,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"6427","0",40,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"6428","0",40,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"6429","0",39,"None","None",40," Other-gov"," Bachelors","Never-Married"," Management"," Not-in-family","White"," Female","United-States"
"6430","0",24,"None","None",20," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","Black"," Female","United-States"
"6433","0",66,"None","None",10," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"6434","0",52,"None","Low",40," Private"," HS-Graduate","Never-Married"," High-Service"," Unmarried","White"," Female","United-States"
"6435","0",59,"None","None",60," Self-Employed"," HS-Graduate","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"6436","0",72,"None","None",12," Private"," HS-Graduate","Widowed"," Service"," Unmarried","White"," Female","South-America-Frontier"
"6437","0",35,"None","None",40," Federal-gov"," HS-Graduate","Never-Married"," Administration"," Not-in-family","White"," Male","United-States"
"6438","0",36,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"6439","0",26,"None","None",40," Private"," HS-Graduate","Not-Married"," Service"," Own-child","White"," Female","United-States"
"6440","0",23,"None","None",35," Private"," Bachelors","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"6441","0",40,"None","None",40," Self-Employed"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"6442","0",29,"None","None",40," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"6443","0",38,"None","None",20," Private"," Bachelors","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"6444","0",63,"None","None",40," Private"," Bachelors","Never-Married"," Administration"," Not-in-family","White"," Male","United-States"
"6445","0",30,"None","None",40," Private"," HS-Graduate","Not-Married"," Management"," Unmarried","White"," Female","United-States"
"6446","0",38,"None","None",40," Other-gov"," HS-Graduate","Never-Married"," Service"," Unmarried","Black"," Female","United-States"
"6447","0",25,"None","None",33," Private"," Dropout","Never-Married"," Administration"," Not-in-family","White"," Female","South-America-Emerging"
"6448","0",21,"None","None",30," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"6449","0",41,"None","None",40," Other-gov"," Associates","Never-Married"," Management"," Not-in-family","White"," Male","United-States"
"6451","0",29,"None","Low",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"6452","0",52,"None","None",70," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"6453","0",47,"None","None",45," Private"," HS-Graduate","Not-Married"," Management"," Unmarried","White"," Female","United-States"
"6455","0",30,"None","None",10," Other-gov"," Masters","Married"," High-Service"," Husband","Asian"," Male","Asia-Emerging"
"6456","0",27,"None","None",30," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Female","United-States"
"6457","0",26,"None","None",44," Private"," HS-Graduate","Never-Married"," Service"," Unmarried","White"," Male","United-States"
"6458","0",32,"None","None",37," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"6459","0",36,"None","None",40," Other-gov"," Bachelors","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"6460","0",26,"None","None",40," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","Black"," Male","United-States"
